Percent Elevated Lead Cases,One race - White,One race - Black or African American,One race - American Indian and Alaska Native,One race - Asian,One race - Native Hawaiian and Other Pacific Islander,One race - Some other race,Two or more races,Hispanic or Latino origin (of any race),"White alone, not Hispanic or Latino",Median Income,Population for whom poverty status is determined - Below 100 percent of the poverty level
1.1907142857142858,92.3,2.5,0.0,3.1,0.0,0.0,2.1,2.4,89.9,19792,13.9
0.0,99.3,0.0,0.0,0.0,0.0,0.0,0.7,6.0,93.3,31615,22.1
1.7385714285714287,86.0,8.6,0.2,1.2,0.0,1.8,2.2,7.8,81.1,16994,15.4
1.1820689655172414,94.7,1.7,0.2,0.2,0.2,0.2,2.8,2.9,92.5,23333,13.7
0.0,98.6,0.0,0.0,0.0,0.0,0.0,1.4,0.5,98.1,23420,19.2
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28162,18.4
2.2222222222222223,99.2,0.1,0.0,0.0,0.0,0.2,0.5,2.5,97.0,27305,12.9
1.1111111111111112,90.2,4.6,0.1,1.8,0.0,1.0,2.4,3.2,88.4,29256,11.1
0.5492307692307692,99.3,0.7,0.0,0.0,0.0,0.0,0.0,0.3,99.0,27899,6.8
16.67,96.9,0.0,0.0,1.5,0.0,0.0,1.5,0.2,96.9,25938,12.8
0.0,97.4,1.3,0.0,0.0,0.0,0.0,1.3,0.0,97.4,23295,12.1
4.1312500000000005,98.0,0.6,0.0,0.4,0.0,0.2,0.8,2.5,95.7,28904,13.5
0.0,96.1,0.0,0.0,0.0,0.0,0.0,3.9,2.5,93.6,28274,10.4
7.74,91.3,5.1,0.0,1.5,0.0,0.4,1.6,4.2,90.7,26307,6.5
3.037333333333333,94.3,2.2,1.0,0.4,0.0,0.7,1.4,2.1,93.4,21491,14.9
1.3883333333333334,97.1,1.1,1.8,0.0,0.0,0.0,0.0,0.7,96.5,25238,20.4
3.57125,96.8,0.8,0.0,1.0,0.0,0.0,1.4,0.3,96.5,24438,18.2
2.912,93.3,5.3,0.0,0.0,0.0,0.5,0.8,8.3,90.5,27512,16.0
1.7946153846153845,99.0,0.4,0.0,0.0,0.0,0.1,0.5,4.9,94.2,32604,12.5
1.2507142857142857,97.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,97.0,24754,13.4
0.0,91.1,0.6,3.3,0.0,0.0,0.3,4.6,1.0,90.4,21615,20.6
0.0,85.2,0.0,0.0,1.4,0.0,2.5,10.9,10.1,85.2,22974,0.9
0.8625,96.7,1.2,0.5,0.5,0.0,0.1,0.9,1.5,95.6,26211,9.6
0.0,97.8,0.0,0.0,0.0,0.0,0.0,2.2,0.0,97.8,24355,11.6
0.0,87.6,0.0,0.0,11.0,0.0,0.0,1.4,0.7,87.6,30455,4.6
2.468888888888889,95.4,2.0,0.0,1.1,0.0,0.1,1.4,0.8,94.8,27953,12.7
1.197142857142857,95.6,0.0,0.0,0.6,0.0,0.5,3.3,1.6,94.7,25698,11.4
1.5799999999999998,96.6,0.5,0.0,0.0,0.0,2.4,0.5,4.6,94.4,28884,20.7
0.0,96.5,0.7,0.0,1.9,0.1,0.3,0.6,1.1,95.4,23073,13.0
2.5625,97.5,0.9,0.1,0.1,0.0,0.2,1.2,0.8,96.9,32069,6.6
1.212,96.0,0.7,0.0,1.0,0.0,0.1,2.2,1.6,94.4,28070,9.8
0.0,79.8,0.0,0.0,0.0,0.0,0.0,20.2,0.0,79.8,28281,24.1
0.0,94.9,1.1,0.2,0.9,0.1,0.3,2.5,2.4,94.3,24889,17.4
0.6533333333333333,89.3,4.2,0.2,2.1,0.0,1.9,2.3,6.8,85.6,15133,22.1
0.8925,96.4,0.3,0.1,0.5,0.0,0.0,2.7,0.1,96.4,25686,10.2
1.1375,94.7,1.5,0.2,0.2,0.0,2.5,1.0,4.2,93.3,24781,11.1
1.8522222222222224,99.3,0.7,0.0,0.0,0.0,0.0,0.0,2.1,97.2,19545,33.2
0.5750000000000001,97.3,0.0,1.8,0.5,0.0,0.0,0.4,0.0,97.3,25343,13.3
0.0,97.3,0.0,2.7,0.0,0.0,0.0,0.0,0.3,97.2,23361,14.0
3.4800000000000004,94.3,0.3,0.0,0.4,0.0,2.9,2.1,3.5,94.3,26127,23.0
0.0,93.3,1.1,0.0,2.4,0.0,0.0,3.2,3.5,92.4,23170,15.5
0.0,84.1,1.6,0.0,0.0,1.6,0.0,12.8,2.8,82.3,26979,29.9
1.0207142857142857,98.3,0.0,0.0,0.2,0.0,0.0,1.5,0.8,97.5,29549,14.0
2.9762500000000003,94.7,1.9,0.0,0.0,0.0,0.0,3.4,0.6,94.7,22532,19.0
2.299375,96.3,0.4,0.3,0.0,0.0,2.2,0.8,2.7,96.0,25330,14.8
0.0,98.7,0.2,0.0,0.0,0.0,0.0,1.1,3.4,95.6,25117,24.8
0.0,79.9,2.7,0.0,0.0,0.0,0.0,17.4,0.0,79.9,25625,13.1
1.0416666666666667,98.3,0.4,0.0,0.2,0.1,0.5,0.4,1.7,97.2,31005,8.1
0.0,96.2,2.2,0.0,0.0,0.0,0.0,1.6,6.1,90.1,22326,16.7
1.4285714285714286,98.3,0.0,0.0,0.0,0.0,0.0,1.7,7.3,91.0,28750,6.1
0.0,96.1,1.0,0.0,1.0,0.0,0.8,1.1,1.9,95.1,30323,5.1
0.0,86.7,9.9,0.6,0.0,0.1,1.0,1.7,2.7,85.5,33185,4.7
0.33999999999999997,99.7,0.3,0.0,0.0,0.0,0.0,0.0,3.3,96.4,27328,12.2
0.0,94.3,0.7,1.1,0.7,0.0,0.8,2.5,2.9,92.4,28320,10.8
1.905,97.1,0.3,2.3,0.2,0.0,0.0,0.2,0.2,96.9,31894,14.2
0.0,97.0,1.3,0.0,0.6,0.0,1.0,0.2,3.0,95.0,26444,14.6
0.0,77.4,18.6,0.6,0.4,0.0,1.0,2.0,6.9,73.5,28339,8.0
1.6199999999999999,98.5,0.0,1.2,0.0,0.0,0.1,0.2,9.0,89.7,27741,8.9
2.072,71.3,0.7,22.9,1.7,0.0,1.3,2.0,1.3,70.4,26011,13.4
0.0,90.5,4.5,0.4,0.9,0.0,1.7,2.1,4.1,88.6,25859,16.9
0.3333333333333333,98.2,0.4,0.0,0.8,0.0,0.0,0.6,0.8,97.5,30732,14.8
0.0,99.6,0.0,0.0,0.0,0.0,0.4,0.0,0.7,99.3,38093,1.2
0.0,98.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,98.3,32383,14.7
0.42,96.4,0.2,2.1,0.1,0.0,0.0,1.2,0.1,96.3,32806,6.5
0.0,99.6,0.0,0.0,0.0,0.0,0.3,0.2,3.0,96.8,29625,8.2
0.714,92.1,1.2,0.0,2.9,0.0,0.0,3.8,1.3,90.8,35908,5.7
0.0,96.9,0.5,0.0,2.5,0.0,0.0,0.2,2.0,95.0,47976,2.6
0.0,98.5,1.2,0.0,0.3,0.0,0.0,0.0,5.2,94.5,39788,4.1
1.9057142857142857,76.2,15.3,0.6,0.1,0.0,5.8,1.9,8.7,75.1,18645,11.0
0.0,95.9,0.5,0.9,0.4,0.0,0.0,2.3,0.5,95.4,30986,12.9
0.0,98.9,0.0,0.0,0.0,0.0,1.1,0.0,3.0,97.0,33856,8.1
0.0,99.4,0.0,0.2,0.0,0.0,0.0,0.4,2.3,97.0,31033,5.6
2.04375,99.1,0.0,0.0,0.9,0.0,0.0,0.0,1.8,97.3,23196,13.5
0.0,94.6,2.2,0.5,0.7,0.0,0.9,1.1,2.4,93.8,31744,9.0
0.0,97.9,0.5,0.0,0.0,0.0,0.7,0.9,2.3,96.7,30542,11.7
0.0,97.8,0.6,0.2,0.3,0.0,0.0,1.1,1.2,96.9,34193,7.5
0.5915384615384616,86.3,2.0,1.1,0.0,0.0,9.5,1.2,9.1,85.4,32995,3.4
0.0,97.0,0.0,0.0,0.0,0.0,0.0,3.0,1.1,96.3,27701,5.5
0.0,99.2,0.0,0.0,0.1,0.0,0.5,0.2,1.7,98.0,35431,5.1
1.278,88.4,1.2,0.0,0.2,0.0,8.1,2.0,12.3,84.4,28389,5.5
0.0,99.7,0.0,0.0,0.2,0.0,0.0,0.1,0.1,99.7,34421,3.1
0.0,96.3,0.0,0.0,0.3,0.0,0.0,3.5,2.0,94.2,28167,17.3
2.2638461538461536,94.2,1.6,1.3,0.1,0.0,1.4,1.4,5.5,90.3,26875,15.2
0.4807692307692308,98.7,0.0,0.1,0.0,0.0,0.1,1.2,0.1,98.7,25711,11.6
2.3609999999999998,97.6,1.7,0.7,0.0,0.0,0.0,0.0,0.0,97.6,26776,9.4
0.0,94.3,1.1,0.6,0.7,0.5,1.3,1.5,2.4,93.9,32019,8.2
0.0,88.5,3.1,0.0,7.3,0.0,0.3,0.8,3.3,85.6,35386,8.4
0.0,99.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,99.0,27602,2.1
1.8738888888888887,74.0,9.7,7.0,1.3,0.1,4.1,4.0,4.8,73.5,21422,21.2
0.0,94.9,1.3,0.1,1.6,0.0,1.2,0.9,2.8,93.2,36643,6.3
2.3316666666666666,98.2,0.0,0.0,0.3,0.0,0.0,1.5,0.8,97.4,31098,7.2
0.5492307692307692,57.9,0.8,33.6,0.9,0.3,1.5,4.9,3.5,56.4,29208,16.2
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32016,2.1
0.0,98.3,0.5,0.0,0.8,0.2,0.2,0.0,1.4,97.0,41310,1.3
0.0,97.4,1.1,0.1,0.6,0.0,0.2,0.6,1.8,96.0,39159,4.4
0.0,75.6,0.0,23.8,0.0,0.0,0.7,0.0,1.7,75.0,26199,15.8
0.0,91.2,1.0,3.1,2.1,0.0,0.9,1.7,2.2,89.9,33905,6.9
0.0,91.0,4.5,0.1,1.2,0.0,0.7,2.5,3.3,88.8,30042,11.6
1.4528571428571428,95.2,0.5,1.5,0.2,0.0,0.3,2.2,3.6,92.8,30589,16.1
2.2885714285714287,99.7,0.0,0.0,0.0,0.0,0.0,0.3,2.9,96.9,24198,9.5
0.0,96.6,0.0,3.4,0.0,0.0,0.0,0.0,0.0,96.6,40889,0.0
14.29,88.4,5.7,0.2,1.3,0.2,1.6,2.7,4.8,85.8,25216,13.2
0.0,97.0,0.7,0.2,0.1,0.0,1.0,0.9,0.7,96.8,31408,8.0
2.223333333333333,98.5,0.7,0.3,0.0,0.0,0.1,0.4,0.4,98.2,29767,7.5
0.0,93.5,0.7,3.9,0.7,0.0,0.0,1.3,1.3,92.3,29603,6.1
1.3888888888888888,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,98.7,30638,7.7
0.0,95.0,1.7,0.3,1.1,0.0,0.3,1.6,1.8,93.6,31412,7.7
0.0,95.7,1.3,0.6,0.5,0.0,0.8,1.2,1.9,94.4,27385,10.8
1.8522222222222224,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26058,36.4
1.1853333333333333,76.5,0.3,16.1,4.5,0.0,0.3,2.3,1.9,75.0,26393,11.8
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,93.2,25694,12.7
2.38,95.7,0.9,0.3,0.9,0.0,0.7,1.4,0.8,95.6,33820,7.9
1.39,88.4,2.2,6.7,1.4,0.0,0.6,0.7,2.3,86.8,27963,9.2
3.57,96.3,1.0,0.6,0.0,0.0,0.2,1.9,3.7,92.8,25704,12.4
0.4383333333333333,96.8,0.2,0.5,0.0,0.0,1.1,1.4,2.3,95.7,27309,19.6
1.1363636363636365,92.7,0.0,0.0,6.9,0.0,0.4,0.0,1.2,92.0,37420,5.8
7.145,96.7,1.0,1.1,0.4,0.0,0.2,0.6,1.3,95.6,30005,9.3
0.6408333333333334,94.4,1.0,0.3,1.4,0.0,0.0,2.9,0.4,93.9,25130,12.2
0.0,96.8,0.8,2.3,0.0,0.0,0.0,0.0,0.4,96.5,31117,6.0
0.0,91.3,2.8,0.6,1.6,0.0,0.7,3.0,3.5,89.6,30107,10.1
0.6492857142857142,96.7,2.6,0.0,0.2,0.0,0.6,0.0,0.8,96.4,34833,6.4
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7,44.3,10703,93.7
0.588,97.9,0.0,0.0,0.0,0.0,0.0,2.1,4.3,95.2,35343,7.6
0.0,94.4,0.0,0.3,0.0,0.0,0.0,5.4,0.9,93.4,32207,11.5
0.35000000000000003,97.1,1.8,0.2,0.3,0.0,0.1,0.5,0.0,97.1,37232,5.8
3.3340000000000005,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29712,3.9
0.0,96.9,0.6,0.6,0.2,0.0,0.8,0.8,2.0,95.7,31606,5.6
0.0,56.1,17.4,0.8,1.7,0.0,19.3,4.7,36.6,42.6,20883,35.8
15.3775,61.1,24.3,0.0,1.0,0.0,9.3,4.3,19.2,54.6,29878,15.4
3.82125,34.9,48.0,0.0,3.5,0.0,12.5,1.0,16.1,32.8,25163,38.6
7.14,19.2,72.3,0.0,1.2,0.0,4.1,3.2,10.5,15.5,18097,34.0
3.57,15.1,78.4,0.1,3.0,0.0,1.2,2.3,3.4,14.6,16154,37.3
8.615,46.3,44.7,0.2,2.2,0.0,3.2,3.4,5.5,44.3,22189,30.7
0.0,92.3,5.1,0.3,0.5,0.0,0.3,1.4,2.9,90.1,33774,8.6
0.0,87.9,4.1,0.2,5.7,0.0,0.7,1.3,2.8,86.4,40361,6.0
9.19,73.4,13.8,0.1,5.2,0.0,4.3,3.2,7.8,71.2,30038,14.5
0.0,90.2,4.4,0.2,2.0,0.0,1.3,1.8,4.0,89.1,34809,6.9
12.5,96.8,1.3,0.1,0.3,0.0,0.6,0.7,1.7,95.9,33005,6.5
5.56,77.8,10.0,0.3,7.9,0.0,0.7,3.2,3.0,75.8,35775,13.1
0.0,90.6,3.6,0.2,4.1,0.0,0.2,1.3,3.1,88.4,29595,8.2
0.0,72.3,7.9,0.2,14.0,0.1,1.1,4.3,5.0,70.2,27127,22.1
0.0,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,11797,52.9
7.41,64.7,23.3,3.4,1.4,0.1,0.3,6.9,7.0,60.2,20634,35.5
6.25,82.7,12.0,0.3,0.8,0.0,2.2,2.1,5.9,79.4,25049,18.2
0.0,95.9,0.2,0.0,1.8,0.0,0.2,1.9,1.2,94.9,31852,7.9
0.0,90.9,0.3,0.2,1.7,0.0,0.5,6.4,0.8,90.8,26081,11.9
0.6941666666666667,99.7,0.0,0.0,0.0,0.0,0.0,0.3,4.4,95.3,36131,11.8
0.0,91.1,2.0,0.0,1.8,0.0,2.7,2.3,7.1,87.8,22012,15.5
0.6666666666666666,98.7,0.3,0.2,0.6,0.0,0.0,0.2,0.6,98.1,28023,10.3
0.0,92.8,2.0,0.0,1.9,0.0,1.4,1.9,2.3,92.5,30643,7.9
0.9071428571428571,96.8,1.3,0.5,0.7,0.0,0.0,0.8,2.4,94.4,30725,13.6
0.0,97.8,0.7,0.0,0.2,0.0,0.0,1.3,2.4,95.8,34232,6.6
0.0,96.1,1.8,0.0,0.1,0.0,1.0,1.1,3.2,94.5,25194,10.3
0.9046666666666667,96.5,1.7,0.8,0.1,0.0,0.0,0.9,1.8,94.9,35984,10.8
0.0,89.7,7.1,0.2,0.0,0.0,1.1,1.9,4.0,86.7,22372,19.2
0.0,96.5,0.0,0.0,0.0,0.0,0.0,3.5,18.9,81.1,25750,11.0
0.0,92.3,1.6,0.1,4.0,0.0,0.4,1.6,3.4,89.5,41055,5.5
3.0875,90.8,2.7,0.1,3.3,0.0,0.3,2.7,3.7,88.4,11883,28.2
0.0,95.1,0.0,0.0,0.8,0.0,1.4,2.7,1.4,95.1,31953,11.6
0.0,94.8,3.7,0.0,0.4,0.0,0.1,1.1,1.7,93.2,27512,8.9
0.5555555555555556,97.9,0.0,0.0,0.0,0.0,0.9,1.2,2.5,96.7,31399,5.4
0.0,79.1,9.2,0.2,7.0,0.0,2.6,2.0,2.9,76.3,31315,14.3
0.0,96.9,1.0,0.2,0.6,0.0,0.4,0.9,3.9,93.9,33838,4.7
0.0,98.0,0.6,0.1,0.0,0.0,0.4,0.8,1.3,97.3,31019,8.3
20.0,95.7,1.8,0.4,0.4,0.1,0.1,1.7,2.8,93.2,26501,13.8
0.0,94.2,0.0,2.2,0.2,0.0,0.0,3.4,9.6,84.6,27788,2.7
0.0,96.5,0.7,0.0,1.8,0.0,0.0,1.0,1.4,95.2,40158,8.8
0.0,96.9,0.0,0.0,0.0,0.0,3.1,0.0,12.8,87.2,36012,5.1
0.8366666666666667,96.8,0.7,0.7,0.0,0.0,0.9,0.9,4.0,93.7,31585,13.3
2.212,98.1,0.0,0.0,0.0,0.0,0.0,1.9,1.5,96.6,32533,15.5
1.5877777777777777,80.3,4.4,2.2,8.5,0.0,3.9,0.7,5.4,79.8,6024,0.0
0.0,86.0,6.5,0.0,7.5,0.0,0.0,0.0,0.0,86.0,14274,44.3
0.0,92.3,0.8,0.8,0.5,0.0,4.3,1.3,5.2,91.4,29627,11.9
0.9266666666666666,93.1,0.4,0.0,2.5,0.1,2.1,1.9,3.9,91.3,26325,8.6
0.0,96.7,0.5,0.3,0.5,0.2,0.0,1.8,1.1,96.2,36403,4.6
0.5492857142857143,98.8,0.0,0.1,0.0,0.0,0.0,1.1,2.5,96.4,28427,7.9
0.0,99.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,99.3,53994,1.2
2.1192307692307693,95.7,1.5,0.0,0.2,0.2,0.6,1.8,3.3,95.1,27730,18.8
0.0,94.2,4.1,0.0,0.0,0.0,1.3,0.3,15.9,80.6,24424,21.6
0.0,94.8,1.5,0.0,0.0,0.0,0.0,3.7,0.0,94.8,35577,11.3
0.6492857142857142,98.0,0.3,0.1,0.5,0.0,0.1,1.0,1.2,97.0,28520,13.2
0.0,89.7,3.2,0.0,2.0,0.0,0.0,5.1,3.7,87.3,34318,9.0
1.8250000000000004,94.6,1.5,0.1,0.2,0.0,3.1,0.6,8.3,89.3,31370,7.5
0.0,97.0,0.7,0.0,1.7,0.0,0.0,0.6,0.4,96.9,24497,17.2
0.0,95.5,0.7,1.2,0.9,0.0,0.9,0.7,1.8,94.6,24019,11.8
3.296315789473684,94.8,1.7,0.5,0.0,0.0,2.7,0.3,3.0,94.6,33057,5.7
0.0,90.5,3.2,0.2,3.7,0.0,0.2,2.1,3.7,87.5,40466,4.0
0.0,94.9,0.7,0.2,0.2,0.0,1.6,2.4,4.0,92.6,27721,11.0
0.0,99.3,0.1,0.0,0.2,0.0,0.0,0.4,0.0,99.3,31552,5.6
0.7572727272727273,98.0,0.0,0.0,0.9,0.0,0.0,1.0,0.7,97.4,35087,4.0
0.0,88.0,1.8,0.0,8.1,0.1,0.4,1.6,1.9,86.6,50314,2.4
0.0,96.0,0.0,0.0,1.1,0.0,0.0,2.9,3.1,93.3,27266,19.2
0.0,86.8,0.0,0.0,0.0,0.0,0.0,13.2,0.0,86.8,31742,2.9
1.1118181818181818,70.2,24.3,1.0,0.0,0.0,2.5,2.0,10.2,64.9,23199,10.4
14.29,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19583,31.4
0.0,96.2,2.8,0.0,0.2,0.0,0.3,0.5,6.8,91.1,34052,4.6
0.42,96.6,0.7,0.2,0.0,0.0,0.0,2.5,2.7,94.1,26744,13.3
0.0,90.7,7.3,0.0,0.5,0.0,0.0,1.5,3.9,89.1,30792,12.6
0.5750000000000001,98.2,0.8,0.2,0.0,0.0,0.0,0.8,0.0,98.2,32794,14.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31563,0.0
1.5414285714285716,95.2,0.3,1.4,1.0,0.0,0.2,1.8,1.5,93.9,26516,16.0
0.0,97.1,1.3,0.1,0.3,0.0,0.2,1.0,6.5,90.8,35131,8.2
0.9261111111111112,99.2,0.1,0.0,0.0,0.0,0.5,0.2,0.9,98.9,31605,13.0
1.0975,99.1,0.1,0.0,0.3,0.0,0.0,0.4,1.5,97.6,32433,7.9
0.0,94.7,1.3,0.0,0.3,0.0,0.8,2.9,1.9,93.6,31110,15.8
1.2344444444444445,93.1,3.7,1.0,0.8,0.0,1.4,0.0,1.9,92.6,26729,26.2
1.5163636363636364,96.6,0.8,0.4,0.0,0.0,0.0,2.2,0.6,96.1,26196,11.5
0.0,74.2,7.5,0.6,10.9,0.0,1.4,5.3,3.9,71.6,39375,8.1
0.5126666666666667,97.6,1.4,0.0,0.0,0.0,0.1,0.9,0.1,97.6,30541,9.7
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31141,0.0
0.0,57.6,32.1,0.0,3.0,0.0,1.3,6.0,10.4,48.5,15417,41.0
10.0,27.7,53.5,2.3,3.1,0.1,7.9,5.3,34.7,10.7,12204,48.2
0.0,81.9,11.8,0.3,3.0,0.0,1.0,2.0,4.9,79.6,30148,23.0
13.33,23.6,62.6,1.2,7.2,0.0,2.6,2.8,9.6,19.0,15643,48.1
0.0,87.2,5.7,0.1,2.3,0.0,1.2,3.4,5.9,83.4,39922,8.5
11.76,26.2,65.8,0.8,0.5,0.0,3.0,3.8,11.1,21.0,16447,41.6
17.65,41.1,42.3,0.3,7.1,0.0,2.3,6.9,21.8,27.8,19824,28.2
5.56,67.2,23.3,0.1,3.0,0.0,2.5,3.9,13.1,58.1,23513,22.7
0.0,83.1,9.2,0.4,2.6,0.0,1.9,2.8,5.6,79.6,28714,10.5
0.0,91.7,4.2,0.2,1.1,0.0,0.9,1.9,6.0,87.2,35792,6.3
0.0,84.5,4.5,0.1,7.8,0.1,0.9,2.2,4.0,81.9,38569,8.0
12.5,19.1,74.3,0.7,0.7,0.0,1.8,3.4,7.7,16.8,20749,27.6
0.0,72.1,14.7,0.3,8.8,0.1,1.2,2.7,6.6,67.8,25678,22.1
0.0,71.8,10.1,0.6,14.1,0.0,1.3,2.1,4.5,69.0,20907,21.2
0.0,95.8,0.5,0.2,1.6,0.0,1.0,0.8,2.8,94.4,38909,4.5
0.0,87.2,5.8,0.2,3.0,0.0,0.4,3.3,4.9,83.4,31097,7.2
0.0,95.8,0.7,0.5,1.8,0.0,0.3,0.9,1.0,95.1,26567,12.8
1.2815384615384615,97.4,0.0,0.0,1.5,0.0,0.1,1.0,1.5,96.0,26412,11.7
1.655,98.4,0.0,0.0,0.9,0.0,0.3,0.4,1.5,96.9,27453,10.5
2.7666666666666666,96.9,0.0,0.0,0.7,0.0,0.5,1.9,2.8,94.6,25000,18.0
0.4046153846153846,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,98.7,27976,11.3
0.0,98.2,0.0,0.0,0.0,0.0,0.0,1.8,0.0,98.2,28333,14.3
1.4355555555555555,97.4,0.4,1.2,0.5,0.0,0.0,0.5,0.5,96.8,22031,19.1
2.105,83.7,10.7,0.0,0.1,0.0,4.9,0.6,9.0,80.7,18106,20.0
0.0,96.4,0.0,1.5,0.0,0.0,0.0,2.1,0.6,95.7,22039,4.9
0.6407692307692308,87.8,5.5,0.1,1.0,0.0,3.7,1.8,4.6,87.3,26915,10.4
2.3721428571428573,97.9,0.6,0.2,0.1,0.0,0.0,1.3,1.1,96.8,25253,18.5
2.02,96.7,0.0,0.0,2.3,0.0,0.0,1.0,5.9,90.8,22609,21.9
1.6670000000000003,98.8,0.5,0.0,0.2,0.0,0.0,0.5,0.3,98.5,29375,15.2
2.4250000000000003,99.2,0.2,0.0,0.2,0.0,0.0,0.4,0.0,99.2,24442,9.9
4.422857142857143,99.7,0.0,0.1,0.0,0.0,0.0,0.2,1.0,98.7,23448,32.8
3.0324999999999998,96.8,0.2,0.0,0.5,0.0,0.5,2.0,1.2,95.8,26500,13.3
0.0,96.7,0.0,0.0,0.0,0.0,0.0,3.3,0.0,96.7,24286,9.1
2.7783333333333338,98.2,0.0,0.0,0.6,0.0,0.1,1.1,0.2,98.1,33292,11.5
0.0,95.3,1.4,1.0,0.0,0.0,0.7,1.6,3.3,92.7,30329,9.3
0.0,96.6,0.8,0.0,0.9,0.0,0.6,1.1,1.8,95.5,23965,18.3
1.27,98.6,0.0,0.1,0.0,0.0,0.5,0.8,0.5,98.5,22190,23.7
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30000,14.7
3.38,97.8,0.1,0.2,0.3,0.0,0.1,1.6,2.1,96.5,25694,15.6
0.44625,98.6,0.9,0.0,0.0,0.0,0.5,0.0,0.5,98.6,27854,5.4
3.0115384615384615,96.9,0.0,0.0,0.5,0.0,0.0,2.5,0.0,96.9,22347,18.8
0.0,99.4,0.0,0.0,0.0,0.0,0.3,0.3,0.9,98.8,22036,7.5
0.8266666666666665,96.4,0.1,2.0,0.2,0.0,0.1,1.1,0.1,96.4,27724,13.1
1.3957142857142857,96.1,2.6,0.0,0.0,0.0,0.0,1.3,0.6,95.5,27303,13.9
0.0,87.4,5.0,0.3,5.4,0.0,0.9,1.1,3.6,85.6,7439,13.2
1.17,97.2,0.0,1.4,0.1,0.0,0.2,1.1,2.2,95.5,26056,16.2
0.0,70.9,0.0,27.6,0.3,0.0,0.0,1.2,1.1,70.9,17667,36.9
0.0,97.6,0.4,0.0,1.2,0.0,0.0,0.8,0.7,96.9,30183,8.8
0.0,99.0,0.4,0.6,0.0,0.0,0.0,0.0,2.1,96.9,21979,18.4
2.0414285714285714,99.5,0.0,0.0,0.0,0.0,0.0,0.5,0.2,99.4,27679,15.2
0.5892857142857143,93.3,2.0,2.0,0.0,0.0,1.2,1.5,3.1,92.2,24502,13.7
0.3076923076923077,94.7,2.6,0.0,0.5,0.3,1.1,0.7,2.5,93.4,28229,15.2
0.0,98.3,0.0,0.0,0.0,0.0,1.1,0.6,1.7,98.1,24909,21.7
0.0,99.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,99.8,20461,21.2
1.71875,97.8,0.0,0.3,0.3,0.0,0.3,1.2,1.2,96.6,29923,13.5
0.0,96.0,0.3,1.2,0.1,0.0,0.0,2.5,2.7,94.9,24694,14.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,97.6,23750,12.2
0.7328571428571429,98.0,0.8,0.0,0.0,0.0,0.6,0.5,1.8,96.9,22563,12.9
0.0,92.4,0.0,0.0,0.0,0.0,0.0,7.6,0.0,92.4,20800,9.8
0.255,97.7,0.0,0.0,0.1,0.0,0.0,2.2,0.8,96.9,26000,11.0
1.6780000000000002,96.4,1.0,0.1,0.3,0.0,0.0,2.2,1.6,94.8,22658,21.8
0.0,43.2,1.3,43.9,11.6,0.0,0.0,0.0,0.0,43.2,22371,24.0
0.0,98.6,0.0,0.0,0.7,0.0,0.0,0.7,0.7,97.9,25101,26.1
3.85,98.3,0.1,0.0,1.4,0.0,0.3,0.0,6.7,91.8,24402,16.4
0.0,82.2,9.8,0.5,4.0,0.0,2.5,1.0,7.4,78.1,4425,35.2
0.0,94.6,1.5,0.0,3.5,0.0,0.0,0.4,0.1,94.4,28125,15.7
0.0,95.9,0.2,0.0,2.6,0.0,0.0,1.2,0.4,95.5,28893,11.8
0.6990909090909091,97.2,1.9,0.5,0.0,0.0,0.0,0.3,2.1,95.1,25865,15.5
1.0261538461538462,98.8,0.0,0.0,0.9,0.0,0.0,0.2,1.3,97.6,26440,15.7
0.6257142857142857,98.5,0.2,0.0,0.3,0.0,0.5,0.4,1.2,97.3,24969,13.2
6.897999999999999,97.5,0.0,0.0,0.0,0.0,0.8,1.6,2.3,96.9,22750,8.8
1.1984615384615385,97.6,0.6,0.0,0.2,0.3,0.8,0.6,1.0,97.0,26056,15.9
0.3448275862068966,97.2,1.5,0.0,0.4,0.0,0.6,0.3,2.2,95.6,27067,12.9
2.7626666666666666,94.6,2.5,0.3,0.2,0.0,0.5,1.9,1.3,94.0,25037,21.6
